order_id,date,time,Start of Hour,order_item_count,ItemCountCategory,Start of Month,Day Name,Day Type,order_item_count (groups)
1733,"Friday, January 30, 2015",12:26:56,12:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1734,"Friday, January 30, 2015",12:36:42,12:00:00 PM,13,11+,"Thursday, January 1, 2015",Friday,WeekDays,5 +
1735,"Friday, January 30, 2015",12:59:38,12:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
2181,"Friday, February 6, 2015",12:06:15,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2182,"Friday, February 6, 2015",12:22:30,12:00:00 PM,9,10-Jun,"Sunday, February 1, 2015",Friday,WeekDays,5 +
2183,"Friday, February 6, 2015",12:25:17,12:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
2184,"Friday, February 6, 2015",12:40:25,12:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2185,"Friday, February 6, 2015",12:54:25,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2601,"Friday, February 13, 2015",12:03:27,12:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2602,"Friday, February 13, 2015",12:10:01,12:00:00 PM,8,10-Jun,"Sunday, February 1, 2015",Friday,WeekDays,5 +
2603,"Friday, February 13, 2015",12:22:43,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2604,"Friday, February 13, 2015",12:33:36,12:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2605,"Friday, February 13, 2015",12:46:15,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2606,"Friday, February 13, 2015",12:56:00,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3006,"Friday, February 20, 2015",12:01:32,12:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3007,"Friday, February 20, 2015",12:06:37,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3008,"Friday, February 20, 2015",12:09:54,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3009,"Friday, February 20, 2015",12:21:25,12:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3010,"Friday, February 20, 2015",12:26:16,12:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3011,"Friday, February 20, 2015",12:29:25,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3012,"Friday, February 20, 2015",12:32:03,12:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3013,"Friday, February 20, 2015",12:45:23,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3014,"Friday, February 20, 2015",12:58:29,12:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3015,"Friday, February 20, 2015",12:59:05,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3404,"Friday, February 27, 2015",12:00:32,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3405,"Friday, February 27, 2015",12:07:37,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3406,"Friday, February 27, 2015",12:09:32,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3407,"Friday, February 27, 2015",12:09:41,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3408,"Friday, February 27, 2015",12:28:49,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3409,"Friday, February 27, 2015",12:29:39,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3410,"Friday, February 27, 2015",12:33:50,12:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3411,"Friday, February 27, 2015",12:38:54,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3412,"Friday, February 27, 2015",12:40:41,12:00:00 PM,5,1,"Sunday, February 1, 2015",Friday,WeekDays,5 +
3413,"Friday, February 27, 2015",12:54:17,12:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3414,"Friday, February 27, 2015",12:56:47,12:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3816,"Friday, March 6, 2015",12:05:44,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
3817,"Friday, March 6, 2015",12:13:16,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3818,"Friday, March 6, 2015",12:19:00,12:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
3819,"Friday, March 6, 2015",12:24:41,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3820,"Friday, March 6, 2015",12:27:51,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3821,"Friday, March 6, 2015",12:29:52,12:00:00 PM,9,10-Jun,"Sunday, March 1, 2015",Friday,WeekDays,5 +
3822,"Friday, March 6, 2015",12:30:08,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3823,"Friday, March 6, 2015",12:31:40,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3824,"Friday, March 6, 2015",12:37:22,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3825,"Friday, March 6, 2015",12:39:17,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3826,"Friday, March 6, 2015",12:39:33,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
3827,"Friday, March 6, 2015",12:42:55,12:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
3828,"Friday, March 6, 2015",12:48:55,12:00:00 PM,10,10-Jun,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4230,"Friday, March 13, 2015",12:03:46,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4231,"Friday, March 13, 2015",12:11:55,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4232,"Friday, March 13, 2015",12:22:05,12:00:00 PM,12,11+,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4233,"Friday, March 13, 2015",12:26:06,12:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
4234,"Friday, March 13, 2015",12:26:55,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4235,"Friday, March 13, 2015",12:43:20,12:00:00 PM,5,1,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4236,"Friday, March 13, 2015",12:46:50,12:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
4237,"Friday, March 13, 2015",12:53:21,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4238,"Friday, March 13, 2015",12:57:25,12:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
4239,"Friday, March 13, 2015",12:58:26,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4663,"Friday, March 20, 2015",12:12:03,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4664,"Friday, March 20, 2015",12:24:44,12:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
4665,"Friday, March 20, 2015",12:39:39,12:00:00 PM,6,10-Jun,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4666,"Friday, March 20, 2015",12:40:13,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4667,"Friday, March 20, 2015",12:52:56,12:00:00 PM,7,10-Jun,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4668,"Friday, March 20, 2015",12:53:37,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4669,"Friday, March 20, 2015",12:55:55,12:00:00 PM,5,1,"Sunday, March 1, 2015",Friday,WeekDays,5 +
4670,"Friday, March 20, 2015",12:56:01,12:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
5065,"Friday, March 27, 2015",12:07:05,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5066,"Friday, March 27, 2015",12:20:59,12:00:00 PM,13,11+,"Sunday, March 1, 2015",Friday,WeekDays,5 +
5067,"Friday, March 27, 2015",12:26:17,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5068,"Friday, March 27, 2015",12:29:40,12:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
5069,"Friday, March 27, 2015",12:29:41,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5070,"Friday, March 27, 2015",12:35:03,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5071,"Friday, March 27, 2015",12:47:48,12:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
5072,"Friday, March 27, 2015",12:53:56,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5073,"Friday, March 27, 2015",12:56:32,12:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5503,"Friday, April 3, 2015",12:02:33,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5504,"Friday, April 3, 2015",12:07:15,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5505,"Friday, April 3, 2015",12:09:00,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5506,"Friday, April 3, 2015",12:22:11,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5507,"Friday, April 3, 2015",12:29:18,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5508,"Friday, April 3, 2015",12:31:10,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5509,"Friday, April 3, 2015",12:33:41,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5510,"Friday, April 3, 2015",12:43:38,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5511,"Friday, April 3, 2015",12:55:54,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5512,"Friday, April 3, 2015",12:59:05,12:00:00 PM,5,1,"Wednesday, April 1, 2015",Friday,WeekDays,5 +
5917,"Friday, April 10, 2015",12:09:48,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5918,"Friday, April 10, 2015",12:12:04,12:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
5919,"Friday, April 10, 2015",12:20:35,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5920,"Friday, April 10, 2015",12:22:12,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5921,"Friday, April 10, 2015",12:42:18,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5922,"Friday, April 10, 2015",12:44:58,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5923,"Friday, April 10, 2015",12:48:56,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
5924,"Friday, April 10, 2015",12:49:03,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6329,"Friday, April 17, 2015",12:02:43,12:00:00 PM,5,1,"Wednesday, April 1, 2015",Friday,WeekDays,5 +
6330,"Friday, April 17, 2015",12:08:04,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6331,"Friday, April 17, 2015",12:16:50,12:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
6332,"Friday, April 17, 2015",12:18:34,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6333,"Friday, April 17, 2015",12:19:55,12:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
6334,"Friday, April 17, 2015",12:21:22,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6335,"Friday, April 17, 2015",12:29:54,12:00:00 PM,6,10-Jun,"Wednesday, April 1, 2015",Friday,WeekDays,5 +
6336,"Friday, April 17, 2015",12:35:12,12:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
6337,"Friday, April 17, 2015",12:37:51,12:00:00 PM,12,11+,"Wednesday, April 1, 2015",Friday,WeekDays,5 +
6338,"Friday, April 17, 2015",12:59:35,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6753,"Friday, April 24, 2015",12:08:44,12:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
6754,"Friday, April 24, 2015",12:11:51,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6755,"Friday, April 24, 2015",12:23:42,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6756,"Friday, April 24, 2015",12:27:44,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6757,"Friday, April 24, 2015",12:32:10,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
6758,"Friday, April 24, 2015",12:34:56,12:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6759,"Friday, April 24, 2015",12:57:12,12:00:00 PM,1,1,"Wednesday, April 1, 2015",Friday,WeekDays,1
7175,"Friday, May 1, 2015",12:04:42,12:00:00 PM,3,1,"Friday, May 1, 2015",Friday,WeekDays,3
7176,"Friday, May 1, 2015",12:12:12,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7177,"Friday, May 1, 2015",12:12:51,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7178,"Friday, May 1, 2015",12:17:32,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7179,"Friday, May 1, 2015",12:18:58,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7180,"Friday, May 1, 2015",12:24:26,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7181,"Friday, May 1, 2015",12:31:16,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
7182,"Friday, May 1, 2015",12:32:20,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7183,"Friday, May 1, 2015",12:33:41,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7184,"Friday, May 1, 2015",12:34:52,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7185,"Friday, May 1, 2015",12:45:26,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7186,"Friday, May 1, 2015",12:52:27,12:00:00 PM,8,10-Jun,"Friday, May 1, 2015",Friday,WeekDays,5 +
7187,"Friday, May 1, 2015",12:53:09,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7188,"Friday, May 1, 2015",12:58:03,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
7583,"Friday, May 8, 2015",12:01:19,12:00:00 PM,3,1,"Friday, May 1, 2015",Friday,WeekDays,3
7584,"Friday, May 8, 2015",12:05:09,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7585,"Friday, May 8, 2015",12:06:46,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7586,"Friday, May 8, 2015",12:08:43,12:00:00 PM,5,1,"Friday, May 1, 2015",Friday,WeekDays,5 +
7587,"Friday, May 8, 2015",12:12:44,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7588,"Friday, May 8, 2015",12:21:55,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
7589,"Friday, May 8, 2015",12:28:02,12:00:00 PM,3,1,"Friday, May 1, 2015",Friday,WeekDays,3
7590,"Friday, May 8, 2015",12:32:04,12:00:00 PM,11,11+,"Friday, May 1, 2015",Friday,WeekDays,5 +
7591,"Friday, May 8, 2015",12:42:43,12:00:00 PM,14,11+,"Friday, May 1, 2015",Friday,WeekDays,5 +
8022,"Friday, May 15, 2015",12:13:13,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8023,"Friday, May 15, 2015",12:16:01,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8024,"Friday, May 15, 2015",12:36:47,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8025,"Friday, May 15, 2015",12:47:31,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8446,"Friday, May 22, 2015",12:01:37,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8447,"Friday, May 22, 2015",12:07:25,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8448,"Friday, May 22, 2015",12:23:54,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8449,"Friday, May 22, 2015",12:30:54,12:00:00 PM,3,1,"Friday, May 1, 2015",Friday,WeekDays,3
8450,"Friday, May 22, 2015",12:31:29,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8451,"Friday, May 22, 2015",12:34:41,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8452,"Friday, May 22, 2015",12:39:30,12:00:00 PM,8,10-Jun,"Friday, May 1, 2015",Friday,WeekDays,5 +
8453,"Friday, May 22, 2015",12:47:47,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8454,"Friday, May 22, 2015",12:50:41,12:00:00 PM,3,1,"Friday, May 1, 2015",Friday,WeekDays,3
8455,"Friday, May 22, 2015",12:52:03,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8850,"Friday, May 29, 2015",12:28:01,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8851,"Friday, May 29, 2015",12:35:22,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8852,"Friday, May 29, 2015",12:39:40,12:00:00 PM,1,1,"Friday, May 1, 2015",Friday,WeekDays,1
8853,"Friday, May 29, 2015",12:53:33,12:00:00 PM,2,1,"Friday, May 1, 2015",Friday,WeekDays,2
8854,"Friday, May 29, 2015",12:56:55,12:00:00 PM,5,1,"Friday, May 1, 2015",Friday,WeekDays,5 +
9264,"Friday, June 5, 2015",12:00:20,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9265,"Friday, June 5, 2015",12:01:03,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9266,"Friday, June 5, 2015",12:11:18,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9267,"Friday, June 5, 2015",12:18:54,12:00:00 PM,3,1,"Monday, June 1, 2015",Friday,WeekDays,3
9268,"Friday, June 5, 2015",12:22:22,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9269,"Friday, June 5, 2015",12:30:23,12:00:00 PM,4,1,"Monday, June 1, 2015",Friday,WeekDays,4
9270,"Friday, June 5, 2015",12:47:39,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9271,"Friday, June 5, 2015",12:49:26,12:00:00 PM,4,1,"Monday, June 1, 2015",Friday,WeekDays,4
9272,"Friday, June 5, 2015",12:54:41,12:00:00 PM,3,1,"Monday, June 1, 2015",Friday,WeekDays,3
9692,"Friday, June 12, 2015",12:06:28,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9693,"Friday, June 12, 2015",12:09:32,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
9694,"Friday, June 12, 2015",12:14:32,12:00:00 PM,6,10-Jun,"Monday, June 1, 2015",Friday,WeekDays,5 +
9695,"Friday, June 12, 2015",12:28:13,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9696,"Friday, June 12, 2015",12:31:47,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
9697,"Friday, June 12, 2015",12:35:52,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9698,"Friday, June 12, 2015",12:48:33,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
9699,"Friday, June 12, 2015",12:58:48,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10103,"Friday, June 19, 2015",12:06:49,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10104,"Friday, June 19, 2015",12:09:37,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10105,"Friday, June 19, 2015",12:15:20,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10106,"Friday, June 19, 2015",12:20:53,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10107,"Friday, June 19, 2015",12:26:44,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10108,"Friday, June 19, 2015",12:30:11,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10109,"Friday, June 19, 2015",12:30:44,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10110,"Friday, June 19, 2015",12:31:07,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10111,"Friday, June 19, 2015",12:33:20,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10112,"Friday, June 19, 2015",12:42:01,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10113,"Friday, June 19, 2015",12:42:29,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10114,"Friday, June 19, 2015",12:45:30,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10514,"Friday, June 26, 2015",12:12:43,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10515,"Friday, June 26, 2015",12:19:41,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10516,"Friday, June 26, 2015",12:32:09,12:00:00 PM,3,1,"Monday, June 1, 2015",Friday,WeekDays,3
10517,"Friday, June 26, 2015",12:38:07,12:00:00 PM,1,1,"Monday, June 1, 2015",Friday,WeekDays,1
10518,"Friday, June 26, 2015",12:46:24,12:00:00 PM,7,10-Jun,"Monday, June 1, 2015",Friday,WeekDays,5 +
10519,"Friday, June 26, 2015",12:57:16,12:00:00 PM,2,1,"Monday, June 1, 2015",Friday,WeekDays,2
10520,"Friday, June 26, 2015",12:59:55,12:00:00 PM,3,1,"Monday, June 1, 2015",Friday,WeekDays,3
10931,"Friday, July 3, 2015",12:00:20,12:00:00 PM,12,11+,"Wednesday, July 1, 2015",Friday,WeekDays,5 +
10932,"Friday, July 3, 2015",12:02:43,12:00:00 PM,1,1,"Wednesday, July 1, 2015",Friday,WeekDays,1
10933,"Friday, July 3, 2015",12:03:51,12:00:00 PM,2,1,"Wednesday, July 1, 2015",Friday,WeekDays,2
10934,"Friday, July 3, 2015",12:05:52,12:00:00 PM,4,1,"Wednesday, July 1, 2015",Friday,WeekDays,4
10935,"Friday, July 3, 2015",12:11:00,12:00:00 PM,4,1,"Wednesday, July 1, 2015",Friday,WeekDays,4
